title,url,snippet,__term,searchQuery
Neo Quimica Arena - O que saber antes de ir ...,https://www.tripadvisor.com.br/Attraction_Review-g303631-d4377562-Reviews-Arena_Corinthians_Neo_Quimica_Arena-Sao_Paulo_State_of_Sao_Paulo.html,"O estádio tem ótima infraestrutura, facilidade de acesso, lojas com bons preços e ótimo atendimento. O espaço é bem amplo, não tem muvuca, arquibancada ...",neo quimica arena,"{""countryCode"": ""BR"", ""device"": ""DESKTOP"", ""domain"": ""google.com.br"", ""languageCode"": ""pt-BR"", ""locationUule"": null, ""page"": 1, ""resultsPerPage"": 10, ""term"": ""neo quimica arena"", ""type"": ""SEARCH"", ""url"": ""http://www.google.com.br/search?q=neo+quimica+arena&hl=pt-BR""}"
Neo Química Arena (@NeoQuimicaArena) / Posts / ...,https://x.com/NeoQuimicaArena,The Neo Química Arena stadium building with its curved white roof and modern architecture stands prominently · 0.,neo quimica arena,"{""countryCode"": ""BR"", ""device"": ""DESKTOP"", ""domain"": ""google.com.br"", ""languageCode"": ""pt-BR"", ""locationUule"": null, ""page"": 1, ""resultsPerPage"": 10, ""term"": ""neo quimica arena"", ""type"": ""SEARCH"", ""url"": ""http://www.google.com.br/search?q=neo+quimica+arena&hl=pt-BR""}"
Neo Química Arena,https://www.neoquimica.com.br/neo-quimica-arena,"Com foco em prevenção, a iniciativa contemplou um circuito completo de atendimento para identificar e tratar doenças como hipertensão e diabetes; ação também ...",neo quimica arena,"{""countryCode"": ""BR"", ""device"": ""DESKTOP"", ""domain"": ""google.com.br"", ""languageCode"": ""pt-BR"", ""locationUule"": null, ""page"": 1, ""resultsPerPage"": 10, ""term"": ""neo quimica arena"", ""type"": ""SEARCH"", ""url"": ""http://www.google.com.br/search?q=neo+quimica+arena&hl=pt-BR""}"
Neo Química Arena | São Paulo SP,https://www.facebook.com/neoquimicaarenaoficial/?locale=pt_BR,Programação Completa do Dia 12h: Abertura da Casa e Início do Buffet de Feijoada. 14h: Roda de Samba com o Pagode do Pai. Abertura do Show Principal: A ...,neo quimica arena,"{""countryCode"": ""BR"", ""device"": ""DESKTOP"", ""domain"": ""google.com.br"", ""languageCode"": ""pt-BR"", ""locationUule"": null, ""page"": 2, ""resultsPerPage"": 10, ""term"": ""neo quimica arena"", ""type"": ""SEARCH"", ""url"": ""http://www.google.com.br/search?q=neo%20quimica%20arena&hl=pt-BR&start=10""}"
Sport Club Corinthians Paulista - Stadium - Neo Química Arena,https://www.transfermarkt.us/corinthians-sao-paulo/stadion/verein/199,Sport Club Corinthians Paulista · Squad size: 32 · Average age: 26.3 · Foreigners: 8 25.0 %. National team players: 6; Stadium: Neo Química Arena 49.205 Seats ...,neo quimica arena,"{""countryCode"": ""BR"", ""device"": ""DESKTOP"", ""domain"": ""google.com.br"", ""languageCode"": ""pt-BR"", ""locationUule"": null, ""page"": 2, ""resultsPerPage"": 10, ""term"": ""neo quimica arena"", ""type"": ""SEARCH"", ""url"": ""http://www.google.com.br/search?q=neo%20quimica%20arena&hl=pt-BR&start=10""}"
"Site Oficial | Últimas notícias, resultados e próximos jogos.",https://www.corinthians.com.br/noticias/Neo+Quimica+Arena,"Últimas notícias do Corinthians, jogos, resultados, escalação, fotos de treinos, futebol feminino, Neo Química Arena, Fiel Torcedor, basquete, futsal, natação, ...",neo quimica arena,"{""countryCode"": ""BR"", ""device"": ""DESKTOP"", ""domain"": ""google.com.br"", ""languageCode"": ""pt-BR"", ""locationUule"": null, ""page"": 2, ""resultsPerPage"": 10, ""term"": ""neo quimica arena"", ""type"": ""SEARCH"", ""url"": ""http://www.google.com.br/search?q=neo%20quimica%20arena&hl=pt-BR&start=10""}"
Doe Arena Corinthians,https://www.doearenacorinthians.com.br/,FAÇA PARTE DESSA MISSÃO! Neo Química Arena. Textura para efeito 5. Motivações para Doar. 1. Orgulho e Identidade Corinthiana. A Arena Corinthians é um símbolo ...,neo quimica arena,"{""countryCode"": ""BR"", ""device"": ""DESKTOP"", ""domain"": ""google.com.br"", ""languageCode"": ""pt-BR"", ""locationUule"": null, ""page"": 2, ""resultsPerPage"": 10, ""term"": ""neo quimica arena"", ""type"": ""SEARCH"", ""url"": ""http://www.google.com.br/search?q=neo%20quimica%20arena&hl=pt-BR&start=10""}"
Tour Casa do Povo Venda de ingressos oficial,https://casadopovo.soudaliga.com.br/,"Bastidores Neo Química Arena ; - Meia: R$ 32,50 · Dias de semana (Quinta):. - Inteira: R$ 55,00 ; - Meia: R$ 27,50 · Finais de semana e feriados: - Inteira: R$ 95, ...",neo quimica arena,"{""countryCode"": ""BR"", ""device"": ""DESKTOP"", ""domain"": ""google.com.br"", ""languageCode"": ""pt-BR"", ""locationUule"": null, ""page"": 2, ""resultsPerPage"": 10, ""term"": ""neo quimica arena"", ""type"": ""SEARCH"", ""url"": ""http://www.google.com.br/search?q=neo%20quimica%20arena&hl=pt-BR&start=10""}"
Jogai Por Nós - Invasão Corinthiana,https://www.invasaocorinthiana.com.br/jogai2022,"Vista o manto alvinegro oficial, utilize dependências da Neo Química Arena, conheça grandes ídolos do Corinthians e entre em campo com grandes ídolos do timão.",neo quimica arena,"{""countryCode"": ""BR"", ""device"": ""DESKTOP"", ""domain"": ""google.com.br"", ""languageCode"": ""pt-BR"", ""locationUule"": null, ""page"": 2, ""resultsPerPage"": 10, ""term"": ""neo quimica arena"", ""type"": ""SEARCH"", ""url"": ""http://www.google.com.br/search?q=neo%20quimica%20arena&hl=pt-BR&start=10""}"
Camarote Fielzone,https://camarotefielzone.com.br/,Surpreenda-se Com a Melhor Experiência da neo química arena. SINTA ESSA EXPERIÊNCIA. PRÓXIMOS JOGOS. 02 novembro. Corinthians x Grêmio. Campeonato Brasileiro.,neo quimica arena,"{""countryCode"": ""BR"", ""device"": ""DESKTOP"", ""domain"": ""google.com.br"", ""languageCode"": ""pt-BR"", ""locationUule"": null, ""page"": 2, ""resultsPerPage"": 10, ""term"": ""neo quimica arena"", ""type"": ""SEARCH"", ""url"": ""http://www.google.com.br/search?q=neo%20quimica%20arena&hl=pt-BR&start=10""}"
Tudo sobre Neo Química Arena,https://www.cnnbrasil.com.br/tudo-sobre/neo-quimica-arena/,Tudo sobre Neo Química Arena · Brasileirão: Corinthians encerra jejum na Arena ao vencer o Mirassol · Corinthians tenta renegociar juros da dívida da Arena após ...,neo quimica arena,"{""countryCode"": ""BR"", ""device"": ""DESKTOP"", ""domain"": ""google.com.br"", ""languageCode"": ""pt-BR"", ""locationUule"": null, ""page"": 2, ""resultsPerPage"": 10, ""term"": ""neo quimica arena"", ""type"": ""SEARCH"", ""url"": ""http://www.google.com.br/search?q=neo%20quimica%20arena&hl=pt-BR&start=10""}"
Neo Quimica Arena - Ingressos Camarote One,https://www.oneexperience.com.br/espacos/neo-quimica-arena,"Com uma capacidade para mais de 48.000 espectadores, o estádio é palco de jogos emocionantes e eventos inesquecíveis. Venha fazer parte dessa história e viver ...",neo quimica arena,"{""countryCode"": ""BR"", ""device"": ""DESKTOP"", ""domain"": ""google.com.br"", ""languageCode"": ""pt-BR"", ""locationUule"": null, ""page"": 2, ""resultsPerPage"": 10, ""term"": ""neo quimica arena"", ""type"": ""SEARCH"", ""url"": ""http://www.google.com.br/search?q=neo%20quimica%20arena&hl=pt-BR&start=10""}"
Principais resultados,https://gavioes.com.br/,"NOSSOS PARCEIROS · Blink Planet · Esportes da Sorte · Seja um Parceiro. Gaviões da Fiel. Torcida, carnaval, família, projetos sociais, formação política, lazer, ...Perfil Oficial da Maior Torcida Organizada do Brasil Gaviões da Fiel Torcida - Fundada em 01/07/1969. volve.bio/gavioes-da-fiel + 1.Fundada em 1969, localiza-se no bairro do Bom Retiro, contando com mais de 140 mil associados. Foi a primeira torcida organizada do Brasil a ter uma estrutura ...Desde 1969, os Gaviões da Fiel vem sendo referência em torcida organizada no Brasil e todo o mundo. Torcida Organizada Banner · Torcida Organizada Banner 2.Doe, participe e mostre que o amor pelo Timão também se vive fora de campo. Participe em: www.doearenacorinthians.com.br E marca aqui quem você levaria pra ...No Gaviões da Fiel, esse espírito democrático pulsa forte. A cada três anos, nossos associados escolhem, por voto direto, quem será o presidente da torcida.Grêmio Gaviões da Fiel Torcida - a Saliva do Santo e o Veneno da Serpente - Ao vivo. 967.590. Sou Timão Até Morrer. 600.164 ...O Grêmio Gaviões da Fiel Torcida é a maior torcida organizada do Sport Club Corinthians Paulista. Além disso, é considerada a maior organizada do Brasil.Nascemos e vivemos para o Sport Club Corinthians Paulista, bandeira que defendemos e nos orgulhamos acima de tudo. ...more",gavioes da fiel,"{""countryCode"": ""BR"", ""device"": ""DESKTOP"", ""domain"": ""google.com.br"", ""languageCode"": ""pt-BR"", ""locationUule"": null, ""page"": 1, ""resultsPerPage"": 10, ""term"": ""gavioes da fiel"", ""type"": ""SEARCH"", ""url"": ""http://www.google.com.br/search?q=gavioes+da+fiel&hl=pt-BR""}"
Gaviões da Fiel,https://gavioes.com.br/,"NOSSOS PARCEIROS · Blink Planet · Esportes da Sorte · Seja um Parceiro. Gaviões da Fiel. Torcida, carnaval, família, projetos sociais, formação política, lazer, ...",gavioes da fiel,"{""countryCode"": ""BR"", ""device"": ""DESKTOP"", ""domain"": ""google.com.br"", ""languageCode"": ""pt-BR"", ""locationUule"": null, ""page"": 1, ""resultsPerPage"": 10, ""term"": ""gavioes da fiel"", ""type"": ""SEARCH"", ""url"": ""http://www.google.com.br/search?q=gavioes+da+fiel&hl=pt-BR""}"
Gaviões da Fiel (@gavioesoficial),https://www.instagram.com/gavioesoficial/,Perfil Oficial da Maior Torcida Organizada do Brasil Gaviões da Fiel Torcida - Fundada em 01/07/1969. volve.bio/gavioes-da-fiel + 1.,gavioes da fiel,"{""countryCode"": ""BR"", ""device"": ""DESKTOP"", ""domain"": ""google.com.br"", ""languageCode"": ""pt-BR"", ""locationUule"": null, ""page"": 1, ""resultsPerPage"": 10, ""term"": ""gavioes da fiel"", ""type"": ""SEARCH"", ""url"": ""http://www.google.com.br/search?q=gavioes+da+fiel&hl=pt-BR""}"
"Gaviões da Fiel – Wikipédia, a enciclopédia livre",https://pt.wikipedia.org/wiki/Gavi%C3%B5es_da_Fiel,"Fundada em 1969, localiza-se no bairro do Bom Retiro, contando com mais de 140 mil associados. Foi a primeira torcida organizada do Brasil a ter uma estrutura ...",gavioes da fiel,"{""countryCode"": ""BR"", ""device"": ""DESKTOP"", ""domain"": ""google.com.br"", ""languageCode"": ""pt-BR"", ""locationUule"": null, ""page"": 1, ""resultsPerPage"": 10, ""term"": ""gavioes da fiel"", ""type"": ""SEARCH"", ""url"": ""http://www.google.com.br/search?q=gavioes+da+fiel&hl=pt-BR""}"
Gaviões da Fiel,https://www.lojagavioes.com.br/,"Desde 1969, os Gaviões da Fiel vem sendo referência em torcida organizada no Brasil e todo o mundo. Torcida Organizada Banner · Torcida Organizada Banner 2.",gavioes da fiel,"{""countryCode"": ""BR"", ""device"": ""DESKTOP"", ""domain"": ""google.com.br"", ""languageCode"": ""pt-BR"", ""locationUule"": null, ""page"": 1, ""resultsPerPage"": 10, ""term"": ""gavioes da fiel"", ""type"": ""SEARCH"", ""url"": ""http://www.google.com.br/search?q=gavioes+da+fiel&hl=pt-BR""}"
Grêmio Gaviões da Fiel Torcida | São Paulo SP,https://www.facebook.com/gavioesoficial1969/,"Doe, participe e mostre que o amor pelo Timão também se vive fora de campo. Participe em: www.doearenacorinthians.com.br E marca aqui quem você levaria pra ...",gavioes da fiel,"{""countryCode"": ""BR"", ""device"": ""DESKTOP"", ""domain"": ""google.com.br"", ""languageCode"": ""pt-BR"", ""locationUule"": null, ""page"": 1, ""resultsPerPage"": 10, ""term"": ""gavioes da fiel"", ""type"": ""SEARCH"", ""url"": ""http://www.google.com.br/search?q=gavioes+da+fiel&hl=pt-BR""}"
GAVIÕES DA FIEL (@gavioesoficial) / Posts / ...,https://x.com/gavioesoficial,"No Gaviões da Fiel, esse espírito democrático pulsa forte. A cada três anos, nossos associados escolhem, por voto direto, quem será o presidente da torcida.",gavioes da fiel,"{""countryCode"": ""BR"", ""device"": ""DESKTOP"", ""domain"": ""google.com.br"", ""languageCode"": ""pt-BR"", ""locationUule"": null, ""page"": 1, ""resultsPerPage"": 10, ""term"": ""gavioes da fiel"", ""type"": ""SEARCH"", ""url"": ""http://www.google.com.br/search?q=gavioes+da+fiel&hl=pt-BR""}"
Gaviões da Fiel,https://open.spotify.com/intl-pt/artist/7fE2LElcuVn3n6TWwfO34b,Grêmio Gaviões da Fiel Torcida - a Saliva do Santo e o Veneno da Serpente - Ao vivo. 967.590. Sou Timão Até Morrer. 600.164 ...,gavioes da fiel,"{""countryCode"": ""BR"", ""device"": ""DESKTOP"", ""domain"": ""google.com.br"", ""languageCode"": ""pt-BR"", ""locationUule"": null, ""page"": 1, ""resultsPerPage"": 10, ""term"": ""gavioes da fiel"", ""type"": ""SEARCH"", ""url"": ""http://www.google.com.br/search?q=gavioes+da+fiel&hl=pt-BR""}"
Grêmio Gaviões da Fiel Torcida,https://gavioes.com.br/quem-somos.php,"O Grêmio Gaviões da Fiel Torcida é a maior torcida organizada do Sport Club Corinthians Paulista. Além disso, é considerada a maior organizada do Brasil.",gavioes da fiel,"{""countryCode"": ""BR"", ""device"": ""DESKTOP"", ""domain"": ""google.com.br"", ""languageCode"": ""pt-BR"", ""locationUule"": null, ""page"": 1, ""resultsPerPage"": 10, ""term"": ""gavioes da fiel"", ""type"": ""SEARCH"", ""url"": ""http://www.google.com.br/search?q=gavioes+da+fiel&hl=pt-BR""}"
Gaviões TV,https://www.youtube.com/channel/UCIDCgW8No_ZBPSZ1dGiatPg,"Nascemos e vivemos para o Sport Club Corinthians Paulista, bandeira que defendemos e nos orgulhamos acima de tudo. ...more",gavioes da fiel,"{""countryCode"": ""BR"", ""device"": ""DESKTOP"", ""domain"": ""google.com.br"", ""languageCode"": ""pt-BR"", ""locationUule"": null, ""page"": 1, ""resultsPerPage"": 10, ""term"": ""gavioes da fiel"", ""type"": ""SEARCH"", ""url"": ""http://www.google.com.br/search?q=gavioes+da+fiel&hl=pt-BR""}"
Grêmio Gaviões da Fiel Torcida | São Paulo SP,https://www.facebook.com/gavioesoficial1969/,"Doe, participe e mostre que o amor pelo Timão também se vive fora de campo. Participe em: www.doearenacorinthians.com.br E marca aqui quem você levaria pra ...",gavioes da fiel,"{""countryCode"": ""BR"", ""device"": ""DESKTOP"", ""domain"": ""google.com.br"", ""languageCode"": ""pt-BR"", ""locationUule"": null, ""page"": 2, ""resultsPerPage"": 10, ""term"": ""gavioes da fiel"", ""type"": ""SEARCH"", ""url"": ""http://www.google.com.br/search?q=gavioes%20da%20fiel&hl=pt-BR&start=10""}"
GAVIÕES DA FIEL (@gavioesoficial) / Posts / ...,https://x.com/gavioesoficial,"No Gaviões da Fiel, esse espírito democrático pulsa forte. A cada três anos, nossos associados escolhem, por voto direto, quem será o presidente da torcida.",gavioes da fiel,"{""countryCode"": ""BR"", ""device"": ""DESKTOP"", ""domain"": ""google.com.br"", ""languageCode"": ""pt-BR"", ""locationUule"": null, ""page"": 2, ""resultsPerPage"": 10, ""term"": ""gavioes da fiel"", ""type"": ""SEARCH"", ""url"": ""http://www.google.com.br/search?q=gavioes%20da%20fiel&hl=pt-BR&start=10""}"
Gaviões da Fiel | Escola de Samba | G1,https://g1.globo.com/carnaval/escola-de-samba/gavioes-da-fiel/,"Escola conquistou o 15º título, e segue sendo a 3ª maior vencedora do carnaval carioca. A Grande Rio ficou em segundo lugar. Em último, Unidos do Padre Miguel ...",gavioes da fiel,"{""countryCode"": ""BR"", ""device"": ""DESKTOP"", ""domain"": ""google.com.br"", ""languageCode"": ""pt-BR"", ""locationUule"": null, ""page"": 2, ""resultsPerPage"": 10, ""term"": ""gavioes da fiel"", ""type"": ""SEARCH"", ""url"": ""http://www.google.com.br/search?q=gavioes%20da%20fiel&hl=pt-BR&start=10""}"
Gaviões da Fiel,https://open.spotify.com/intl-pt/artist/7fE2LElcuVn3n6TWwfO34b,Grêmio Gaviões da Fiel Torcida - a Saliva do Santo e o Veneno da Serpente - Ao vivo. 967.590. Sou Timão Até Morrer. 600.164 ...,gavioes da fiel,"{""countryCode"": ""BR"", ""device"": ""DESKTOP"", ""domain"": ""google.com.br"", ""languageCode"": ""pt-BR"", ""locationUule"": null, ""page"": 2, ""resultsPerPage"": 10, ""term"": ""gavioes da fiel"", ""type"": ""SEARCH"", ""url"": ""http://www.google.com.br/search?q=gavioes%20da%20fiel&hl=pt-BR&start=10""}"
Masculino,https://www.lojagavioes.com.br/masculino/c,"2024 Todos os direitos reservados | Gaviões da Fiel | R. Cristina Tomás, 183 - Bom Retiro, São Paulo - SP, 01129-020 - 46.549.010/0001-81. Gaviões da Fiel.",gavioes da fiel,"{""countryCode"": ""BR"", ""device"": ""DESKTOP"", ""domain"": ""google.com.br"", ""languageCode"": ""pt-BR"", ""locationUule"": null, ""page"": 2, ""resultsPerPage"": 10, ""term"": ""gavioes da fiel"", ""type"": ""SEARCH"", ""url"": ""http://www.google.com.br/search?q=gavioes%20da%20fiel&hl=pt-BR&start=10""}"
Tudo sobre Gaviões da Fiel,https://www.cnnbrasil.com.br/tudo-sobre/gavioes-da-fiel/,"Tudo sobre Gaviões da Fiel · Ex-bailarina do Faustão perde 12 kg após deixar a prisão: ""Pão e · Com enredo indígena, Gaviões da Fiel define samba para o ...",gavioes da fiel,"{""countryCode"": ""BR"", ""device"": ""DESKTOP"", ""domain"": ""google.com.br"", ""languageCode"": ""pt-BR"", ""locationUule"": null, ""page"": 2, ""resultsPerPage"": 10, ""term"": ""gavioes da fiel"", ""type"": ""SEARCH"", ""url"": ""http://www.google.com.br/search?q=gavioes%20da%20fiel&hl=pt-BR&start=10""}"
Gavioes Da Fiel | MercadoLivre 📦,https://lista.mercadolivre.com.br/gavioes-da-fiel,Frete grátis no dia ✓ Compre Gavioes Da Fiel parcelado sem juros! Saiba mais sobre nossas incríveis ofertas e promoções em milhões de produtos.,gavioes da fiel,"{""countryCode"": ""BR"", ""device"": ""DESKTOP"", ""domain"": ""google.com.br"", ""languageCode"": ""pt-BR"", ""locationUule"": null, ""page"": 2, ""resultsPerPage"": 10, ""term"": ""gavioes da fiel"", ""type"": ""SEARCH"", ""url"": ""http://www.google.com.br/search?q=gavioes%20da%20fiel&hl=pt-BR&start=10""}"
Gaviões da Fiel (@gavioesoficial),https://www.instagram.com/gavioesoficial/reels/,Perfil Oficial da Maior Torcida Organizada do Brasil Gaviões da Fiel Torcida - Fundada em 01/07/1969. volve.bio/gavioes-da-fiel + 1. Follow. Message.,gavioes da fiel,"{""countryCode"": ""BR"", ""device"": ""DESKTOP"", ""domain"": ""google.com.br"", ""languageCode"": ""pt-BR"", ""locationUule"": null, ""page"": 2, ""resultsPerPage"": 10, ""term"": ""gavioes da fiel"", ""type"": ""SEARCH"", ""url"": ""http://www.google.com.br/search?q=gavioes%20da%20fiel&hl=pt-BR&start=10""}"
Gaviões TV,https://www.youtube.com/channel/UCIDCgW8No_ZBPSZ1dGiatPg,"Nascemos e vivemos para o Sport Club Corinthians Paulista, bandeira que defendemos e nos orgulhamos acima de tudo. ...more",gavioes da fiel,"{""countryCode"": ""BR"", ""device"": ""DESKTOP"", ""domain"": ""google.com.br"", ""languageCode"": ""pt-BR"", ""locationUule"": null, ""page"": 2, ""resultsPerPage"": 10, ""term"": ""gavioes da fiel"", ""type"": ""SEARCH"", ""url"": ""http://www.google.com.br/search?q=gavioes%20da%20fiel&hl=pt-BR&start=10""}"
Regata da Gaviões da Fiel em Oferta,https://shopee.com.br/list/Regata/Gavi%C3%B5es%20da%20Fiel,"Na Shopee, você encontra os melhores Regata Gaviões da Fiel, com opções para o verão, inverno, uso casual, esportivo ou até para ficar em casa com estilo, ...",gavioes da fiel,"{""countryCode"": ""BR"", ""device"": ""DESKTOP"", ""domain"": ""google.com.br"", ""languageCode"": ""pt-BR"", ""locationUule"": null, ""page"": 2, ""resultsPerPage"": 10, ""term"": ""gavioes da fiel"", ""type"": ""SEARCH"", ""url"": ""http://www.google.com.br/search?q=gavioes%20da%20fiel&hl=pt-BR&start=10""}"
